profile,buurt_code,buren,value,n_sample
4,BU15070401,BU15070401,26.55,676
5,BU15070401,BU15070401,7.22,676
1,BU15070402,BU15070402,29.58,1190
2,BU15070402,BU15070402,11.81,1190
3,BU15070402,BU15070402,23.3,1190
4,BU15070402,BU15070402,27.67,1190
5,BU15070402,BU15070402,7.64,1190
1,BU15070403,BU15070403,30.59,1182
2,BU15070403,BU15070403,12,1182
3,BU15070403,BU15070403,22.8,1182
4,BU15070403,BU15070403,26.75,1182
5,BU15070403,BU15070403,7.86,1182
1,BU15070404,BU15070404,30.25,2168
2,BU15070404,BU15070404,10.81,2168
3,BU15070404,BU15070404,23.57,2168
4,BU15070404,BU15070404,27.98,2168
5,BU15070404,BU15070404,7.39,2168
1,BU15070405,BU15070405,30.15,273
2,BU15070405,BU15070405,11.11,273
3,BU15070405,BU15070405,22.9,273
4,BU15070405,BU15070405,28.31,273
5,BU15070405,BU15070405,7.53,273
1,BU15070406,BU15070406,28.87,744
2,BU15070406,BU15070406,10.74,744
3,BU15070406,BU15070406,23.55,744
4,BU15070406,BU15070406,28.56,744
5,BU15070406,BU15070406,8.28,744
1,BU15070407,BU15070407,28.71,252
2,BU15070407,BU15070407,11.76,252
3,BU15070407,BU15070407,23.68,252
4,BU15070407,BU15070407,27.59,252
5,BU15070407,BU15070407,8.26,252
1,BU15070408,BU15070408,29.86,1744
2,BU15070408,BU15070408,11.4,1744
3,BU15070408,BU15070408,23.96,1744
4,BU15070408,BU15070408,26.74,1744
5,BU15070408,BU15070408,8.04,1744
1,BU15070409,BU15070409,29.08,1973
2,BU15070409,BU15070409,11.55,1973
3,BU15070409,BU15070409,23.92,1973
4,BU15070409,BU15070409,28.14,1973
5,BU15070409,BU15070409,7.31,1973
1,BU15070410,BU15070410,29.12,1602
2,BU15070410,BU15070410,10.78,1602
3,BU15070410,BU15070410,24.55,1602
4,BU15070410,BU15070410,27.96,1602
5,BU15070410,BU15070410,7.59,1602
1,BU15070419,BU15070419,30.39,2110
2,BU15070419,BU15070419,11.57,2110
3,BU15070419,BU15070419,23.86,2110
4,BU15070419,BU15070419,26.41,2110
5,BU15070419,BU15070419,7.77,2110
1,BU15070500,BU15070500,30.11,1599
2,BU15070500,BU15070500,11.36,1599
3,BU15070500,BU15070500,24.14,1599
4,BU15070500,BU15070500,26.49,1599
5,BU15070500,BU15070500,7.9,1599
1,BU15070509,BU15070509,29.87,1139
2,BU15070509,BU15070509,11.97,1139
3,BU15070509,BU15070509,23.42,1139
4,BU15070509,BU15070509,26.37,1139
5,BU15070509,BU15070509,8.37,1139
1,BU15070600,BU15070600,29.87,2277
2,BU15070600,BU15070600,11.71,2277
3,BU15070600,BU15070600,23.21,2277
4,BU15070600,BU15070600,27.12,2277
5,BU15070600,BU15070600,8.09,2277
1,BU15070609,BU15070609,30.47,1549
2,BU15070609,BU15070609,11.6,1549
3,BU15070609,BU15070609,23.95,1549
4,BU15070609,BU15070609,26.94,1549
5,BU15070609,BU15070609,7.04,1549
1,BU15070700,BU15070700,28.73,2358
2,BU15070700,BU15070700,12.03,2358
3,BU15070700,BU15070700,24.1,2358
4,BU15070700,BU15070700,27.44,2358
5,BU15070700,BU15070700,7.7,2358
1,BU15070709,BU15070709,29,530
2,BU15070709,BU15070709,12.09,530
3,BU15070709,BU15070709,24.46,530
4,BU15070709,BU15070709,27.23,530
5,BU15070709,BU15070709,7.22,530
1,BU15070800,BU15070800,30.07,1770
2,BU15070800,BU15070800,11.73,1770
3,BU15070800,BU15070800,22.94,1770
4,BU15070800,BU15070800,27.93,1770
5,BU15070800,BU15070800,7.33,1770
1,BU15070801,BU15070801,29.33,973
2,BU15070801,BU15070801,11.49,973
3,BU15070801,BU15070801,24.55,973
4,BU15070801,BU15070801,26.71,973
5,BU15070801,BU15070801,7.92,973
1,BU15070802,BU15070802,30.61,2057
2,BU15070802,BU15070802,11.54,2057
3,BU15070802,BU15070802,23.16,2057
4,BU15070802,BU15070802,27.56,2057
5,BU15070802,BU15070802,7.13,2057
1,BU15070803,BU15070803,30.35,857
2,BU15070803,BU15070803,11.69,857
3,BU15070803,BU15070803,22.76,857
4,BU15070803,BU15070803,27.32,857
5,BU15070803,BU15070803,7.88,857
1,BU15070804,BU15070804,28.75,657
2,BU15070804,BU15070804,11.28,657
3,BU15070804,BU15070804,24.51,657
4,BU15070804,BU15070804,27.26,657
5,BU15070804,BU15070804,8.2,657
1,BU15070900,BU15070900,28.7,2483
2,BU15070900,BU15070900,11.91,2483
3,BU15070900,BU15070900,23.54,2483
4,BU15070900,BU15070900,27.95,2483
5,BU15070900,BU15070900,7.9,2483
1,BU15070909,BU15070909,29.45,449
2,BU15070909,BU15070909,10.63,449
3,BU15070909,BU15070909,24.23,449
4,BU15070909,BU15070909,27.9,449
5,BU15070909,BU15070909,7.79,449
1,BU15071000,BU15071000,30.18,2099
2,BU15071000,BU15071000,10.96,2099
3,BU15071000,BU15071000,22.58,2099
4,BU15071000,BU15071000,27.65,2099
5,BU15071000,BU15071000,8.63,2099
1,BU15071001,BU15071001,29.73,1903
2,BU15071001,BU15071001,10.6,1903
3,BU15071001,BU15071001,23.59,1903
4,BU15071001,BU15071001,28.36,1903
5,BU15071001,BU15071001,7.72,1903
1,BU15071009,BU15071009,28.51,716
2,BU15071009,BU15071009,11.93,716
3,BU15071009,BU15071009,23.98,716
4,BU15071009,BU15071009,27.37,716
5,BU15071009,BU15071009,8.21,716
1,BU15071100,BU15071100,29.36,2031
2,BU15071100,BU15071100,11.3,2031
3,BU15071100,BU15071100,23.78,2031
4,BU15071100,BU15071100,28.21,2031
5,BU15071100,BU15071100,7.35,2031
1,BU15071109,BU15071109,30.06,524
2,BU15071109,BU15071109,10.52,524
3,BU15071109,BU15071109,23.38,524
4,BU15071109,BU15071109,27.78,524
5,BU15071109,BU15071109,8.26,524
1,BU15071200,BU15071200,29.57,2333
2,BU15071200,BU15071200,10.91,2333
3,BU15071200,BU15071200,23.05,2333
4,BU15071200,BU15071200,27.48,2333
5,BU15071200,BU15071200,8.99,2333
1,BU15071209,BU15071209,28.74,2185
2,BU15071209,BU15071209,11.48,2185
3,BU15071209,BU15071209,23.59,2185
4,BU15071209,BU15071209,27.84,2185
5,BU15071209,BU15071209,8.35,2185
1,BU15071300,BU15071300,29.81,509
2,BU15071300,BU15071300,11.14,509
3,BU15071300,BU15071300,24.56,509
4,BU15071300,BU15071300,27.07,509
5,BU15071300,BU15071300,7.42,509
1,BU15071309,BU15071309,29.28,2013
2,BU15071309,BU15071309,11.58,2013
3,BU15071309,BU15071309,24.06,2013
4,BU15071309,BU15071309,27.59,2013
5,BU15071309,BU15071309,7.49,2013
1,BU15071400,BU15071400,30.44,1196
2,BU15071400,BU15071400,10.71,1196
3,BU15071400,BU15071400,22.9,1196
4,BU15071400,BU15071400,27.88,1196
5,BU15071400,BU15071400,8.07,1196
1,BU15071409,BU15071409,29.12,1887
2,BU15071409,BU15071409,11,1887
3,BU15071409,BU15071409,24.01,1887
4,BU15071409,BU15071409,27.97,1887
5,BU15071409,BU15071409,7.9,1887
1,BU15071500,BU15071500,29.84,1171
2,BU15071500,BU15071500,11.23,1171
3,BU15071500,BU15071500,23.47,1171
4,BU15071500,BU15071500,28.12,1171
5,BU15071500,BU15071500,7.34,1171
1,BU15071509,BU15071509,30.27,2328
2,BU15071509,BU15071509,11.03,2328
3,BU15071509,BU15071509,24.01,2328
4,BU15071509,BU15071509,26.61,2328
5,BU15071509,BU15071509,8.08,2328
1,BU15090000,BU15090000,29.72,978
2,BU15090000,BU15090000,11.54,978
3,BU15090000,BU15090000,24.5,978
4,BU15090000,BU15090000,26.84,978
5,BU15090000,BU15090000,7.4,978
1,BU15090001,BU15090001,28.92,904
2,BU15090001,BU15090001,12,904
3,BU15090001,BU15090001,23.74,904
4,BU15090001,BU15090001,27.27,904
5,BU15090001,BU15090001,8.07,904
1,BU15090002,BU15090002,30.02,1685
2,BU15090002,BU15090002,11.09,1685
3,BU15090002,BU15090002,24.31,1685
4,BU15090002,BU15090002,27.23,1685
5,BU15090002,BU15090002,7.35,1685
1,BU15090003,BU15090003,29.77,833
2,BU15090003,BU15090003,11.56,833
3,BU15090003,BU15090003,23.19,833
4,BU15090003,BU15090003,27.39,833
5,BU15090003,BU15090003,8.09,833
1,BU15090004,BU15090004,29.5,1199
2,BU15090004,BU15090004,12.17,1199
3,BU15090004,BU15090004,23.39,1199
4,BU15090004,BU15090004,27.21,1199
5,BU15090004,BU15090004,7.73,1199
1,BU15090007,BU15090007,29.11,387
2,BU15090007,BU15090007,12.39,387
3,BU15090007,BU15090007,23.77,387
4,BU15090007,BU15090007,26.7,387
5,BU15090007,BU15090007,8.03,387
1,BU15090008,BU15090008,28.32,1457
2,BU15090008,BU15090008,11.28,1457
3,BU15090008,BU15090008,24.18,1457
4,BU15090008,BU15090008,28.04,1457
5,BU15090008,BU15090008,8.18,1457
1,BU15090009,BU15090009,30.24,1261
2,BU15090009,BU15090009,11.12,1261
3,BU15090009,BU15090009,22.75,1261
4,BU15090009,BU15090009,28.25,1261
5,BU15090009,BU15090009,7.64,1261
1,BU15090100,BU15090100,28.81,949
2,BU15090100,BU15090100,10.86,949
3,BU15090100,BU15090100,23.88,949
4,BU15090100,BU15090100,27.96,949
5,BU15090100,BU15090100,8.49,949
1,BU15090101,BU15090101,30.47,984
2,BU15090101,BU15090101,11.59,984
3,BU15090101,BU15090101,23.32,984
4,BU15090101,BU15090101,26.9,984
5,BU15090101,BU15090101,7.72,984
1,BU15090102,BU15090102,30.14,738
2,BU15090102,BU15090102,11.24,738
3,BU15090102,BU15090102,23.99,738
4,BU15090102,BU15090102,27.49,738
5,BU15090102,BU15090102,7.14,738
1,BU15090103,BU15090103,30.28,2309
2,BU15090103,BU15090103,11.32,2309
3,BU15090103,BU15090103,23.15,2309
4,BU15090103,BU15090103,27.56,2309
5,BU15090103,BU15090103,7.69,2309
1,BU15090104,BU15090104,29.87,2441
2,BU15090104,BU15090104,12.2,2441
3,BU15090104,BU15090104,22.39,2441
4,BU15090104,BU15090104,26.8,2441
5,BU15090104,BU15090104,8.74,2441
1,BU15090106,BU15090106,30.59,721
2,BU15090106,BU15090106,11.39,721
3,BU15090106,BU15090106,23.03,721
4,BU15090106,BU15090106,27.04,721
5,BU15090106,BU15090106,7.95,721
1,BU15090107,BU15090107,29.99,377
2,BU15090107,BU15090107,12.21,377
3,BU15090107,BU15090107,23.43,377
4,BU15090107,BU15090107,26.78,377
5,BU15090107,BU15090107,7.59,377
1,BU15090108,BU15090108,29.71,263
2,BU15090108,BU15090108,11.4,263
3,BU15090108,BU15090108,22.88,263
4,BU15090108,BU15090108,28.21,263
5,BU15090108,BU15090108,7.8,263
1,BU15090109,BU15090109,30.04,1399
2,BU15090109,BU15090109,11.79,1399
3,BU15090109,BU15090109,22.44,1399
4,BU15090109,BU15090109,26.71,1399
5,BU15090109,BU15090109,9.02,1399
1,BU15090200,BU15090200,29.41,1178
2,BU15090200,BU15090200,12.16,1178
3,BU15090200,BU15090200,23.57,1178
4,BU15090200,BU15090200,27.46,1178
5,BU15090200,BU15090200,7.4,1178
1,BU15090201,BU15090201,30.36,741
2,BU15090201,BU15090201,11.53,741
3,BU15090201,BU15090201,23.05,741
4,BU15090201,BU15090201,27.61,741
5,BU15090201,BU15090201,7.45,741
1,BU15090202,BU15090202,29.5,2195
2,BU15090202,BU15090202,11.22,2195
3,BU15090202,BU15090202,23.53,2195
4,BU15090202,BU15090202,27.42,2195
5,BU15090202,BU15090202,8.33,2195
1,BU15090203,BU15090203,27.17,2177
2,BU15090203,BU15090203,11.52,2177
3,BU15090203,BU15090203,22.88,2177
4,BU15090203,BU15090203,29.4,2177
5,BU15090203,BU15090203,9.03,2177
1,BU15090207,BU15090207,29.73,1530
2,BU15090207,BU15090207,11.13,1530
3,BU15090207,BU15090207,24.02,1530
4,BU15090207,BU15090207,27.81,1530
5,BU15090207,BU15090207,7.31,1530
1,BU15090208,BU15090208,29.29,808
2,BU15090208,BU15090208,11.45,808
3,BU15090208,BU15090208,24.02,808
4,BU15090208,BU15090208,26.69,808
5,BU15090208,BU15090208,8.55,808
1,BU15090300,BU15090300,30.14,675
2,BU15090300,BU15090300,11.84,675
3,BU15090300,BU15090300,22.71,675
4,BU15090300,BU15090300,27.25,675
5,BU15090300,BU15090300,8.06,675
1,BU15090301,BU15090301,30.14,888
2,BU15090301,BU15090301,11.17,888
3,BU15090301,BU15090301,23.21,888
4,BU15090301,BU15090301,27.96,888
5,BU15090301,BU15090301,7.52,888
1,BU15090302,BU15090302,28.56,781
2,BU15090302,BU15090302,11.67,781
3,BU15090302,BU15090302,23.46,781
4,BU15090302,BU15090302,27.72,781
5,BU15090302,BU15090302,8.59,781
1,BU15090303,BU15090303,30.1,2375
2,BU15090303,BU15090303,11.33,2375
3,BU15090303,BU15090303,21.65,2375
4,BU15090303,BU15090303,28.3,2375
5,BU15090303,BU15090303,8.62,2375
1,BU15090306,BU15090306,28.87,700
2,BU15090306,BU15090306,12.1,700
3,BU15090306,BU15090306,23.15,700
4,BU15090306,BU15090306,28.37,700
5,BU15090306,BU15090306,7.51,700
1,BU15090307,BU15090307,31.25,2312
2,BU15090307,BU15090307,11.43,2312
3,BU15090307,BU15090307,21.78,2312
4,BU15090307,BU15090307,26.81,2312
5,BU15090307,BU15090307,8.73,2312
1,BU15090308,BU15090308,28.92,542
2,BU15090308,BU15090308,11.03,542
3,BU15090308,BU15090308,22.75,542
4,BU15090308,BU15090308,28.49,542
5,BU15090308,BU15090308,8.81,542
1,BU15090309,BU15090309,30.51,1252
2,BU15090309,BU15090309,12.62,1252
3,BU15090309,BU15090309,22.21,1252
4,BU15090309,BU15090309,27.16,1252
5,BU15090309,BU15090309,7.5,1252
1,BU15250101,BU15250101,27.09,2001
2,BU15250101,BU15250101,12.99,2001
3,BU15250101,BU15250101,18.6,2001
4,BU15250101,BU15250101,30.31,2001
5,BU15250101,BU15250101,11.01,2001
1,BU15250102,BU15250102,26.57,1887
2,BU15250102,BU15250102,11.86,1887
3,BU15250102,BU15250102,18.4,1887
4,BU15250102,BU15250102,31.82,1887
5,BU15250102,BU15250102,11.35,1887
1,BU15250103,BU15250103,26.39,373
2,BU15250103,BU15250103,12.7,373
3,BU15250103,BU15250103,18.19,373
4,BU15250103,BU15250103,32.42,373
5,BU15250103,BU15250103,10.3,373
1,BU15250104,BU15250104,26.86,939
2,BU15250104,BU15250104,12.99,939
3,BU15250104,BU15250104,18.36,939
4,BU15250104,BU15250104,31.69,939
5,BU15250104,BU15250104,10.1,939
1,BU15250201,BU15250201,27.4,587
2,BU15250201,BU15250201,12.36,587
3,BU15250201,BU15250201,18.55,587
4,BU15250201,BU15250201,31.25,587
5,BU15250201,BU15250201,10.44,587
1,BU15250202,BU15250202,26.51,519
2,BU15250202,BU15250202,12.52,519
3,BU15250202,BU15250202,19.37,519
4,BU15250202,BU15250202,30.75,519
5,BU15250202,BU15250202,10.85,519
1,BU15250203,BU15250203,27.37,272
2,BU15250203,BU15250203,12.77,272
3,BU15250203,BU15250203,17.62,272
4,BU15250203,BU15250203,31.41,272
5,BU15250203,BU15250203,10.83,272
1,BU15250204,BU15250204,26.07,1814
2,BU15250204,BU15250204,12.85,1814
3,BU15250204,BU15250204,19.23,1814
4,BU15250204,BU15250204,31.79,1814
5,BU15250204,BU15250204,10.06,1814
1,BU15250205,BU15250205,27.61,817
2,BU15250205,BU15250205,12.15,817
3,BU15250205,BU15250205,18.23,817
4,BU15250205,BU15250205,31.12,817
5,BU15250205,BU15250205,10.89,817
1,BU15250301,BU15250301,27.47,1654
2,BU15250301,BU15250301,12.53,1654
3,BU15250301,BU15250301,17.76,1654
4,BU15250301,BU15250301,31.03,1654
5,BU15250301,BU15250301,11.21,1654
1,BU15250303,BU15250303,26.48,991
2,BU15250303,BU15250303,13.14,991
3,BU15250303,BU15250303,18.75,991
4,BU15250303,BU15250303,31.58,991
5,BU15250303,BU15250303,10.05,991
1,BU15250304,BU15250304,27.32,1594
2,BU15250304,BU15250304,12.77,1594
3,BU15250304,BU15250304,18.4,1594
4,BU15250304,BU15250304,31.64,1594
5,BU15250304,BU15250304,9.87,1594
1,BU15250401,BU15250401,27.56,619
2,BU15250401,BU15250401,12.12,619
3,BU15250401,BU15250401,18.46,619
4,BU15250401,BU15250401,31.73,619
5,BU15250401,BU15250401,10.13,619
1,BU15250402,BU15250402,27.32,2101
2,BU15250402,BU15250402,11.62,2101
3,BU15250402,BU15250402,23.2,2101
4,BU15250402,BU15250402,29.09,2101
5,BU15250402,BU15250402,8.77,2101
1,BU15250403,BU15250403,26.68,1673
2,BU15250403,BU15250403,12.12,1673
3,BU15250403,BU15250403,18.53,1673
4,BU15250403,BU15250403,31.35,1673
5,BU15250403,BU15250403,11.32,1673
1,BU15250404,BU15250404,26.13,1430
2,BU15250404,BU15250404,13.3,1430
3,BU15250404,BU15250404,18.43,1430
4,BU15250404,BU15250404,31.17,1430
5,BU15250404,BU15250404,10.97,1430
1,BU15250405,BU15250405,27.02,850
2,BU15250405,BU15250405,12.33,850
3,BU15250405,BU15250405,18.54,850
4,BU15250405,BU15250405,31.66,850
5,BU15250405,BU15250405,10.45,850
1,BU15251101,BU15251101,26.22,473
2,BU15251101,BU15251101,12.47,473
3,BU15251101,BU15251101,18.6,473
4,BU15251101,BU15251101,31.85,473
5,BU15251101,BU15251101,10.86,473
1,BU15251102,BU15251102,26.97,2477
2,BU15251102,BU15251102,12.51,2477
3,BU15251102,BU15251102,18.48,2477
4,BU15251102,BU15251102,30.91,2477
5,BU15251102,BU15251102,11.13,2477
1,BU15251103,BU15251103,26.59,1735
2,BU15251103,BU15251103,12.77,1735
3,BU15251103,BU15251103,18.35,1735
4,BU15251103,BU15251103,32.09,1735
5,BU15251103,BU15251103,10.2,1735
1,BU15251104,BU15251104,27.13,2375
2,BU15251104,BU15251104,12.56,2375
3,BU15251104,BU15251104,19.05,2375
4,BU15251104,BU15251104,30.17,2375
5,BU15251104,BU15251104,11.09,2375
1,BU15251201,BU15251201,27.88,1034
2,BU15251201,BU15251201,11.94,1034
3,BU15251201,BU15251201,17.8,1034
4,BU15251201,BU15251201,31.89,1034
5,BU15251201,BU15251201,10.49,1034
1,BU15251202,BU15251202,26.92,834
2,BU15251202,BU15251202,12.51,834
3,BU15251202,BU15251202,19.05,834
4,BU15251202,BU15251202,31.42,834
5,BU15251202,BU15251202,10.1,834
1,BU15251203,BU15251203,26.27,1140
2,BU15251203,BU15251203,12.56,1140
3,BU15251203,BU15251203,19.19,1140
4,BU15251203,BU15251203,31.41,1140
5,BU15251203,BU15251203,10.57,1140
1,BU15251204,BU15251204,27.93,826
2,BU15251204,BU15251204,12.72,826
3,BU15251204,BU15251204,18.48,826
4,BU15251204,BU15251204,30.05,826
5,BU15251204,BU15251204,10.82,826
1,BU15251205,BU15251205,26.96,644
2,BU15251205,BU15251205,13.24,644
3,BU15251205,BU15251205,18.26,644
4,BU15251205,BU15251205,31.26,644
5,BU15251205,BU15251205,10.28,644
1,BU15251206,BU15251206,26.66,1171
2,BU15251206,BU15251206,13.45,1171
3,BU15251206,BU15251206,17.99,1171
4,BU15251206,BU15251206,31.07,1171
5,BU15251206,BU15251206,10.83,1171
1,BU15251207,BU15251207,27.28,1987
2,BU15251207,BU15251207,13.3,1987
3,BU15251207,BU15251207,18.01,1987
4,BU15251207,BU15251207,30.64,1987
5,BU15251207,BU15251207,10.77,1987
1,BU15251208,BU15251208,27.54,473
2,BU15251208,BU15251208,12.64,473
3,BU15251208,BU15251208,18.73,473
4,BU15251208,BU15251208,30.64,473
5,BU15251208,BU15251208,10.45,473
1,BU15251301,BU15251301,26.63,981
2,BU15251301,BU15251301,12.09,981
3,BU15251301,BU15251301,19.19,981
4,BU15251301,BU15251301,31.41,981
5,BU15251301,BU15251301,10.68,981
1,BU15251302,BU15251302,27.24,1062
2,BU15251302,BU15251302,12.29,1062
3,BU15251302,BU15251302,18.41,1062
4,BU15251302,BU15251302,31.09,1062
5,BU15251302,BU15251302,10.97,1062
1,BU15251303,BU15251303,27.49,2193
2,BU15251303,BU15251303,13.1,2193
3,BU15251303,BU15251303,18.4,2193
4,BU15251303,BU15251303,30.37,2193
5,BU15251303,BU15251303,10.64,2193
1,BU15251304,BU15251304,26.51,813
2,BU15251304,BU15251304,12.2,813
3,BU15251304,BU15251304,19.4,813
4,BU15251304,BU15251304,31.78,813
5,BU15251304,BU15251304,10.11,813
1,BU15251401,BU15251401,26.52,522
2,BU15251401,BU15251401,12.2,522
3,BU15251401,BU15251401,19.06,522
4,BU15251401,BU15251401,31.81,522
5,BU15251401,BU15251401,10.41,522
1,BU15251402,BU15251402,26.66,1397
2,BU15251402,BU15251402,12.95,1397
3,BU15251402,BU15251402,19.08,1397
4,BU15251402,BU15251402,31.28,1397
5,BU15251402,BU15251402,10.03,1397
1,BU15251403,BU15251403,26.86,1423
2,BU15251403,BU15251403,12.8,1423
3,BU15251403,BU15251403,19.39,1423
4,BU15251403,BU15251403,30.87,1423
5,BU15251403,BU15251403,10.08,1423
1,BU15251404,BU15251404,26.18,1132
2,BU15251404,BU15251404,12.65,1132
3,BU15251404,BU15251404,18.86,1132
4,BU15251404,BU15251404,31.77,1132
5,BU15251404,BU15251404,10.54,1132
1,BU15251405,BU15251405,25.85,402
2,BU15251405,BU15251405,13.42,402
3,BU15251405,BU15251405,18.28,402
4,BU15251405,BU15251405,31.43,402
5,BU15251405,BU15251405,11.02,402
1,BU15251407,BU15251407,26.02,379
2,BU15251407,BU15251407,12.24,379
3,BU15251407,BU15251407,18.89,379
4,BU15251407,BU15251407,32.42,379
5,BU15251407,BU15251407,10.43,379
1,BU15251408,BU15251408,26.66,1478
2,BU15251408,BU15251408,13.12,1478
3,BU15251408,BU15251408,19.03,1478
4,BU15251408,BU15251408,31.02,1478
5,BU15251408,BU15251408,10.17,1478
1,BU15251501,BU15251501,26.1,731
2,BU15251501,BU15251501,12.28,731
3,BU15251501,BU15251501,18.47,731
4,BU15251501,BU15251501,32.33,731
5,BU15251501,BU15251501,10.82,731
1,BU15251502,BU15251502,27.37,1913
2,BU15251502,BU15251502,12.88,1913
3,BU15251502,BU15251502,18.02,1913
4,BU15251502,BU15251502,31.1,1913
5,BU15251502,BU15251502,10.63,1913
1,BU15251503,BU15251503,27.24,2374
2,BU15251503,BU15251503,11.65,2374
3,BU15251503,BU15251503,19.1,2374
4,BU15251503,BU15251503,31.98,2374
5,BU15251503,BU15251503,10.03,2374
1,BU15252101,BU15252101,26.74,1520
2,BU15252101,BU15252101,13.01,1520
3,BU15252101,BU15252101,18.95,1520
4,BU15252101,BU15252101,31.31,1520
5,BU15252101,BU15252101,9.99,1520
1,BU15252102,BU15252102,27.32,1242
2,BU15252102,BU15252102,12.24,1242
3,BU15252102,BU15252102,18.87,1242
4,BU15252102,BU15252102,30.65,1242
5,BU15252102,BU15252102,10.92,1242
1,BU15252103,BU15252103,26.37,2269
2,BU15252103,BU15252103,13.02,2269
3,BU15252103,BU15252103,18.05,2269
4,BU15252103,BU15252103,31.73,2269
5,BU15252103,BU15252103,10.83,2269
1,BU15252104,BU15252104,26.29,2047
2,BU15252104,BU15252104,12.49,2047
3,BU15252104,BU15252104,18.74,2047
4,BU15252104,BU15252104,32.18,2047
5,BU15252104,BU15252104,10.3,2047
1,BU15252201,BU15252201,27.68,1433
2,BU15252201,BU15252201,12.12,1433
3,BU15252201,BU15252201,18.64,1433
4,BU15252201,BU15252201,31.29,1433
5,BU15252201,BU15252201,10.27,1433
1,BU15252202,BU15252202,26.31,1425
2,BU15252202,BU15252202,12.94,1425
3,BU15252202,BU15252202,19.44,1425
4,BU15252202,BU15252202,30.97,1425
5,BU15252202,BU15252202,10.34,1425
1,BU15810000,BU15810000,28.34,1069
2,BU15810000,BU15810000,11.63,1069
3,BU15810000,BU15810000,23.12,1069
4,BU15810000,BU15810000,28.89,1069
5,BU15810000,BU15810000,8.02,1069
1,BU15810001,BU15810001,28.53,955
2,BU15810001,BU15810001,13.16,955
3,BU15810001,BU15810001,21.22,955
4,BU15810001,BU15810001,28.84,955
5,BU15810001,BU15810001,8.25,955
1,BU15810002,BU15810002,28.03,993
2,BU15810002,BU15810002,11.73,993
3,BU15810002,BU15810002,22.6,993
4,BU15810002,BU15810002,28.85,993
5,BU15810002,BU15810002,8.79,993
1,BU15810003,BU15810003,27.56,1784
2,BU15810003,BU15810003,11.91,1784
3,BU15810003,BU15810003,22.12,1784
4,BU15810003,BU15810003,29.34,1784
5,BU15810003,BU15810003,9.07,1784
1,BU15810004,BU15810004,28.8,1466
2,BU15810004,BU15810004,11.48,1466
3,BU15810004,BU15810004,21.78,1466
4,BU15810004,BU15810004,28.68,1466
5,BU15810004,BU15810004,9.26,1466
1,BU15810007,BU15810007,28.09,1051
2,BU15810007,BU15810007,11.63,1051
3,BU15810007,BU15810007,22.76,1051
4,BU15810007,BU15810007,28.34,1051
5,BU15810007,BU15810007,9.18,1051
1,BU15810008,BU15810008,28.32,2193
2,BU15810008,BU15810008,12.13,2193
3,BU15810008,BU15810008,21.37,2193
4,BU15810008,BU15810008,29.89,2193
5,BU15810008,BU15810008,8.29,2193
1,BU15810009,BU15810009,28.43,2389
2,BU15810009,BU15810009,12.26,2389
3,BU15810009,BU15810009,21.41,2389
4,BU15810009,BU15810009,29.45,2389
5,BU15810009,BU15810009,8.45,2389
1,BU15810101,BU15810101,26.92,934
2,BU15810101,BU15810101,11.76,934
3,BU15810101,BU15810101,22.64,934
4,BU15810101,BU15810101,29.79,934
5,BU15810101,BU15810101,8.89,934
1,BU15810102,BU15810102,27.37,800
2,BU15810102,BU15810102,12.36,800
3,BU15810102,BU15810102,21.17,800
4,BU15810102,BU15810102,30.26,800
5,BU15810102,BU15810102,8.84,800
1,BU15810103,BU15810103,28.25,1142
2,BU15810103,BU15810103,11.91,1142
3,BU15810103,BU15810103,22.19,1142
4,BU15810103,BU15810103,29.5,1142
5,BU15810103,BU15810103,8.15,1142
1,BU15810104,BU15810104,27.86,1318
2,BU15810104,BU15810104,11.91,1318
3,BU15810104,BU15810104,21.63,1318
4,BU15810104,BU15810104,29.5,1318
5,BU15810104,BU15810104,9.1,1318
1,BU15810105,BU15810105,27.65,970
2,BU15810105,BU15810105,12.59,970
3,BU15810105,BU15810105,20.8,970
4,BU15810105,BU15810105,30.16,970
5,BU15810105,BU15810105,8.8,970
1,BU15810106,BU15810106,28.2,1414
2,BU15810106,BU15810106,11.55,1414
3,BU15810106,BU15810106,21.77,1414
4,BU15810106,BU15810106,29.73,1414
5,BU15810106,BU15810106,8.75,1414
1,BU15810107,BU15810107,28.33,1228
2,BU15810107,BU15810107,11.35,1228
3,BU15810107,BU15810107,21.79,1228
4,BU15810107,BU15810107,29.97,1228
5,BU15810107,BU15810107,8.56,1228
1,BU15810108,BU15810108,27.24,553
2,BU15810108,BU15810108,12.25,553
3,BU15810108,BU15810108,22.68,553
4,BU15810108,BU15810108,28.65,553
5,BU15810108,BU15810108,9.18,553
1,BU15810109,BU15810109,28.14,555
2,BU15810109,BU15810109,12.06,555
3,BU15810109,BU15810109,22.01,555
4,BU15810109,BU15810109,28.81,555
5,BU15810109,BU15810109,8.98,555
1,BU15810200,BU15810200,27.84,849
2,BU15810200,BU15810200,11.68,849
3,BU15810200,BU15810200,22.85,849
4,BU15810200,BU15810200,28.67,849
5,BU15810200,BU15810200,8.96,849
1,BU15810201,BU15810201,28.99,1902
2,BU15810201,BU15810201,12.07,1902
3,BU15810201,BU15810201,22.24,1902
4,BU15810201,BU15810201,27.72,1902
5,BU15810201,BU15810201,8.98,1902
1,BU15810206,BU15810206,28.58,2026
2,BU15810206,BU15810206,11.25,2026
